Temperature,Vibration,Current,RPM,Status
32.92,2.89,3.07,1251,Fault
46.94,1.32,4.07,1677,Fault
74.92,2.37,2.96,1616,Fault
57.86,2.62,1.32,1648,Fault
38.75,1.06,1.95,1493,Warning
30.03,0.37,1.63,1506,Healthy
37.69,2.0,2.89,1630,Warning
56.09,2.57,2.08,1185,Fault
45.04,2.93,1.65,1619,Fault
69.69,2.34,4.4,1545,Fault
68.37,3.92,2.47,803,Fault
70.32,1.6,1.44,1159,Fault
69.49,0.65,4.49,1168,Fault
55.96,3.69,3.25,1772,Fault
53.51,2.32,1.79,961,Warning
65.81,3.35,3.67,997,Fault
27.65,1.53,1.44,1337,Warning
63.72,0.34,1.24,1550,Fault
35.76,2.9,2.32,891,Fault
34.37,1.0,3.97,1453,Fault
40.46,1.23,2.51,1079,Warning
53.63,3.54,2.65,1447,Fault
77.1,2.16,4.24,1454,Fault
67.41,2.77,3.61,1491,Fault
56.11,0.5,1.93,1645,Warning
78.25,3.61,2.03,834,Fault
61.0,1.07,2.49,1601,Fault
65.72,2.32,2.07,1104,Fault
33.04,2.95,2.32,1672,Fault
74.07,2.35,3.72,1743,Fault
62.47,3.72,0.63,1214,Fault
69.82,2.83,4.21,1582,Fault
41.12,3.65,0.82,895,Fault
75.24,1.37,1.82,1614,Fault
52.17,3.77,1.23,1474,Fault
71.82,0.9,2.62,1298,Fault
63.81,2.29,2.43,1703,Fault
76.97,3.45,0.84,1654,Fault
46.54,0.96,0.55,995,Warning
46.85,3.75,1.5,1149,Fault
63.48,1.88,2.45,1344,Fault
51.77,2.92,1.04,1650,Fault
79.0,1.65,4.29,1171,Fault
27.73,1.75,1.09,1163,Warning
77.49,1.63,1.11,1548,Fault
65.13,1.38,0.85,1205,Fault
75.35,0.19,1.06,1795,Fault
29.35,0.87,2.07,940,Warning
64.0,0.53,3.14,1752,Fault
25.2,0.47,0.79,1456,Healthy
53.46,1.28,3.49,842,Fault
25.6,2.55,3.86,1130,Fault
43.39,0.15,0.66,817,Healthy
54.19,3.88,1.03,1329,Fault
65.44,0.12,0.54,1453,Fault
40.75,2.24,3.84,1744,Fault
59.05,2.1,2.84,1527,Warning
78.79,1.73,3.83,1788,Fault
48.11,1.79,3.97,844,Fault
62.18,3.02,3.8,848,Fault
61.91,0.79,0.74,1639,Fault
78.78,3.38,2.6,1558,Fault
44.13,1.92,1.52,1190,Warning
39.09,1.84,4.1,1610,Fault
78.15,2.11,3.96,1080,Fault
50.86,2.84,2.21,1477,Fault
78.58,2.87,3.69,1313,Fault
29.65,0.28,2.13,997,Warning
35.67,2.22,4.37,1074,Fault
30.79,1.16,2.7,846,Warning
48.83,2.86,4.16,1525,Fault
44.42,2.24,3.89,1403,Fault
48.46,2.78,1.02,1510,Fault
26.37,2.18,0.89,1594,Warning
69.3,2.91,2.83,1378,Fault
51.67,2.32,3.55,1078,Fault
74.26,2.18,2.37,855,Fault
48.87,3.08,1.95,1005,Fault
25.6,0.79,1.19,1054,Healthy
37.07,1.97,2.6,1289,Warning
33.25,3.65,1.41,1400,Fault
47.58,2.91,2.26,1215,Fault
25.08,1.76,1.81,1088,Warning
54.07,1.73,2.19,1435,Warning
39.72,3.98,2.36,1734,Fault
34.19,3.37,2.01,875,Fault
39.21,1.94,1.15,1469,Warning
55.64,1.82,2.78,1121,Warning
79.2,2.14,3.94,1617,Fault
72.53,3.85,1.26,1706,Fault
76.66,0.34,2.43,1018,Fault
25.14,2.58,3.9,1106,Fault
55.04,3.76,4.46,1662,Fault
28.96,2.66,3.6,1065,Fault
49.95,1.89,2.9,1649,Warning
33.53,2.68,1.45,1676,Fault
55.55,3.86,0.86,1652,Fault
76.44,3.23,2.41,1130,Fault
37.98,2.41,3.97,1634,Fault
77.63,3.07,0.62,874,Fault
54.54,0.79,2.83,841,Warning
72.07,0.47,3.54,1466,Fault
52.77,1.48,1.0,1002,Warning
28.16,3.05,1.44,1759,Fault
42.21,2.41,3.74,1346,Fault
78.17,0.19,1.29,1376,Fault
62.57,2.85,1.67,1326,Fault
29.83,0.26,4.27,1448,Fault
35.8,0.21,1.11,1122,Healthy
50.09,1.36,1.18,1514,Warning
78.48,2.8,2.2,1661,Fault
32.99,1.56,4.26,1076,Fault
76.7,2.61,3.65,1536,Fault
62.7,3.59,3.04,858,Fault
74.6,1.79,0.88,1127,Fault
59.13,2.75,2.4,1661,Fault
60.65,2.88,0.55,1540,Fault
36.56,3.23,3.56,955,Fault
71.1,1.5,2.53,908,Fault
40.51,1.23,1.3,1033,Warning
50.66,3.59,0.78,843,Fault
67.48,3.69,1.78,1507,Fault
47.45,1.76,2.38,1789,Warning
67.62,2.62,0.76,1661,Fault
39.15,2.66,3.12,1175,Fault
63.19,1.79,1.51,871,Fault
42.87,0.33,4.14,1104,Fault
51.07,1.22,2.77,875,Warning
37.07,3.55,2.52,1322,Fault
65.58,2.63,0.85,1401,Fault
59.53,3.06,3.88,1199,Fault
45.68,0.35,1.75,997,Warning
59.58,3.27,2.03,826,Fault
51.26,3.88,4.02,995,Fault
73.35,3.25,3.33,1647,Fault
68.43,1.77,1.79,1597,Fault
52.53,3.61,2.82,1301,Fault
68.84,2.03,0.57,980,Fault
27.35,2.03,4.22,1106,Fault
60.21,2.49,3.87,1523,Fault
56.03,2.9,2.55,1192,Fault
42.84,1.69,4.44,935,Fault
41.45,3.34,3.71,1743,Fault
27.36,0.11,0.6,1036,Healthy
53.64,2.09,4.05,1231,Fault
44.86,2.55,0.68,903,Fault
75.22,1.05,2.19,994,Fault
35.06,0.85,0.86,1658,Healthy
41.17,1.8,2.64,1069,Warning
55.66,3.87,2.65,1610,Fault
70.17,2.15,0.65,1612,Fault
45.37,3.3,3.14,980,Fault
44.8,1.66,4.32,1497,Fault
69.89,1.9,3.67,1710,Fault
43.85,0.41,2.92,1596,Warning
59.34,2.71,4.05,1795,Fault
29.91,0.77,2.13,889,Warning
41.36,2.97,0.56,1646,Fault
75.52,0.33,4.23,1240,Fault
52.09,2.25,1.08,1777,Warning
69.94,3.71,0.9,949,Fault
30.98,1.73,3.95,1625,Fault
40.85,1.37,3.42,1481,Fault
44.89,1.44,3.65,848,Fault
54.53,0.92,1.76,1007,Warning
68.64,3.41,0.77,1174,Fault
36.32,0.73,4.14,1132,Fault
56.48,0.34,4.5,1706,Fault
25.5,2.35,2.24,1161,Warning
42.84,0.53,2.39,893,Warning
38.13,2.48,2.47,956,Warning
25.43,3.21,2.41,1553,Fault
70.68,3.59,1.21,917,Fault
39.57,0.63,2.37,1603,Warning
47.16,2.48,0.54,1455,Warning
57.13,0.57,3.68,1062,Fault
54.66,0.96,4.28,830,Fault
33.37,3.47,2.97,869,Fault
70.31,2.01,3.41,1792,Fault
28.71,2.25,2.14,1128,Warning
71.87,0.5,2.09,1641,Fault
54.26,0.22,3.96,971,Fault
48.77,3.16,3.12,995,Fault
55.92,2.81,3.56,1614,Fault
66.64,2.78,2.84,1433,Fault
52.75,1.33,3.57,1014,Fault
46.66,1.9,4.17,1724,Fault
53.94,0.67,4.15,1627,Fault
58.04,1.32,4.07,1638,Fault
63.53,1.62,3.54,1180,Fault
69.55,0.83,1.25,936,Fault
78.9,2.15,0.61,1795,Fault
27.7,2.88,3.11,1769,Fault
60.28,3.49,0.82,1206,Fault
62.73,0.48,0.61,913,Fault
52.68,0.78,2.5,998,Warning
38.91,0.73,2.1,1552,Warning
63.25,0.14,2.34,1094,Fault
71.49,3.62,3.27,1302,Fault
50.47,3.64,1.42,937,Fault
73.27,3.71,0.5,1686,Fault
73.21,1.04,3.23,1768,Fault
52.79,2.05,1.5,1115,Warning
27.65,2.58,2.88,1379,Fault
78.5,3.05,3.57,930,Fault
55.15,0.19,2.71,1659,Warning
45.23,1.09,3.12,1027,Fault
69.34,3.48,1.67,885,Fault
38.72,0.58,1.41,1702,Healthy
39.49,1.97,0.91,1603,Warning
76.52,3.62,2.57,1299,Fault
70.73,3.57,4.21,1797,Fault
39.2,3.39,3.07,1063,Fault
71.0,3.2,1.63,991,Fault
47.96,1.18,3.15,1091,Fault
73.0,3.94,1.97,1352,Fault
59.75,2.46,3.8,1082,Fault
43.84,1.44,3.34,1488,Fault
50.42,1.75,4.19,1270,Fault
45.18,3.36,1.81,1037,Fault
52.71,0.26,2.51,1733,Warning
75.04,1.32,3.88,1517,Fault
48.61,1.14,4.19,1142,Fault
62.85,2.99,2.85,1419,Fault
61.31,2.61,0.97,915,Fault
29.37,0.84,3.34,1581,Fault
37.2,2.11,0.52,1343,Warning
73.82,2.17,4.5,1070,Fault
49.96,3.72,2.31,1581,Fault
74.02,0.54,2.9,1220,Fault
78.02,3.25,0.77,1244,Fault
40.24,2.01,3.58,1568,Fault
30.25,2.72,4.31,1003,Fault
36.66,3.32,2.49,1342,Fault
65.64,0.12,0.5,1367,Fault
71.61,1.84,0.67,946,Fault
62.3,1.19,2.25,1283,Fault
39.99,3.52,2.11,979,Fault
26.23,3.9,2.83,1404,Fault
69.6,0.67,1.4,1191,Fault
76.75,0.7,4.46,830,Fault
76.66,0.55,3.77,1151,Fault
52.03,2.6,0.97,1147,Fault
72.12,0.44,3.16,1070,Fault
58.9,0.91,4.42,1555,Fault
40.39,3.44,4.42,1730,Fault
40.21,0.27,2.2,1116,Warning
33.51,2.54,3.0,908,Fault
78.35,3.91,3.87,1575,Fault
42.56,0.9,0.82,1316,Healthy
34.44,2.82,0.78,1198,Fault
57.06,0.31,1.71,1189,Warning
68.47,3.38,2.23,1637,Fault
79.58,2.84,4.03,819,Fault
42.7,1.35,0.63,1615,Warning
39.85,1.16,2.51,1285,Warning
35.88,0.16,1.13,1154,Healthy
76.61,1.29,3.83,1607,Fault
59.84,1.21,1.17,1334,Warning
33.83,2.49,0.7,1088,Warning
69.4,2.07,3.86,1466,Fault
72.51,0.36,1.77,1059,Fault
26.47,3.69,0.57,1597,Fault
44.11,2.86,1.76,1023,Fault
70.58,1.04,3.9,1294,Fault
71.71,1.22,3.81,841,Fault
31.97,1.85,3.47,1613,Fault
66.42,3.55,3.53,1563,Fault
46.81,1.46,3.56,951,Fault
52.03,3.26,1.0,1335,Fault
42.0,3.4,3.77,1317,Fault
60.81,1.42,4.12,1228,Fault
59.79,1.16,1.69,934,Warning
58.13,1.46,3.34,978,Fault
59.13,1.49,0.73,1159,Warning
58.0,3.78,1.08,1402,Fault
77.76,1.08,1.67,977,Fault
54.08,1.07,2.16,1204,Warning
75.5,3.3,1.69,1770,Fault
71.15,3.93,3.99,1419,Fault
56.51,1.74,1.17,1427,Warning
30.89,3.03,3.22,1037,Fault
41.36,3.69,2.4,1358,Fault
45.0,2.61,2.06,1200,Fault
54.7,0.65,2.43,1022,Warning
55.55,3.2,1.02,1765,Fault
58.46,2.35,1.64,917,Warning
37.59,0.43,2.64,1216,Warning
61.87,3.94,4.32,1185,Fault
75.01,1.39,2.99,1748,Fault
30.24,3.38,3.42,1436,Fault
52.55,1.22,4.15,1006,Fault
54.83,2.93,0.65,1569,Fault
78.17,3.75,0.96,1512,Fault
64.75,3.24,1.83,1423,Fault
74.0,1.5,1.57,1358,Fault
67.28,3.51,1.15,1655,Fault
58.34,0.44,4.01,1285,Fault
51.85,0.77,2.18,1038,Warning
61.26,3.07,2.65,1311,Fault
38.55,3.58,3.85,1453,Fault
25.96,1.47,3.13,1694,Fault
68.79,1.51,0.58,1624,Fault
64.73,3.1,4.33,1606,Fault
42.12,2.09,4.15,1581,Fault
51.59,2.82,1.88,1334,Fault
32.06,0.23,4.02,1383,Fault
65.02,3.62,1.14,1658,Fault
54.73,2.85,3.08,1492,Fault
71.4,1.28,0.82,1218,Fault
69.83,1.88,3.01,1206,Fault
58.59,0.94,3.69,871,Fault
48.87,2.33,0.79,1583,Warning
57.22,0.87,3.02,975,Fault
44.15,1.81,0.79,1773,Warning
42.71,0.42,2.37,1497,Warning
37.51,2.94,4.26,1512,Fault
73.3,2.81,3.48,1255,Fault
51.03,1.91,2.22,1073,Warning
38.35,0.13,1.72,864,Healthy
60.67,1.06,1.98,925,Fault
38.06,3.2,3.24,936,Fault
57.37,1.77,4.38,1182,Fault
60.57,2.51,4.4,1701,Fault
50.71,1.17,2.51,1080,Warning
41.86,0.54,4.26,1428,Fault
64.02,3.28,2.05,1252,Fault
43.08,2.94,2.88,1622,Fault
62.82,3.17,0.98,1097,Fault
29.82,1.5,0.91,1252,Warning
61.72,1.97,2.93,1618,Fault
58.38,1.25,2.89,1594,Warning
56.11,2.5,1.46,1576,Fault
27.63,0.28,1.02,1342,Healthy
37.95,2.91,4.35,1382,Fault
35.77,1.76,3.45,1179,Fault
28.71,3.11,2.29,1229,Fault
55.79,1.02,3.77,1432,Fault
50.57,3.83,4.16,1007,Fault
79.55,1.59,4.35,1737,Fault
40.22,3.12,3.49,1093,Fault
69.25,0.71,1.81,1429,Fault
78.49,1.26,2.69,1417,Fault
36.8,1.39,3.6,1366,Fault
35.48,1.47,1.56,1517,Warning
37.07,2.17,1.64,963,Warning
43.82,1.39,0.64,1144,Warning
63.27,2.66,2.39,1636,Fault
67.91,0.27,0.51,1525,Fault
71.95,3.19,4.26,1533,Fault
78.99,2.7,0.81,1398,Fault
42.92,1.18,3.9,1359,Fault
55.74,0.98,4.5,870,Fault
73.38,2.07,3.92,857,Fault
78.02,1.29,3.25,1676,Fault
67.64,2.58,0.58,1117,Fault
25.61,3.56,0.78,1115,Fault
30.43,2.28,1.74,1057,Warning
65.19,2.87,3.56,935,Fault
52.74,0.67,2.49,1103,Warning
69.52,1.59,1.31,1638,Fault
37.02,3.38,3.49,1319,Fault
57.0,1.47,1.93,1461,Warning
45.51,1.08,1.49,1499,Warning
33.16,0.41,1.61,1589,Healthy
54.13,0.41,2.59,1055,Warning
47.57,0.21,1.65,1240,Warning
42.84,3.19,2.94,1616,Fault
70.41,1.61,1.36,1082,Fault
48.85,2.65,2.2,1594,Fault
52.01,0.39,0.54,1055,Warning
36.29,1.82,1.51,1401,Warning
58.75,0.11,1.23,1713,Warning
70.63,1.65,4.28,888,Fault
45.84,1.19,4.29,1741,Fault
65.56,3.76,0.99,872,Fault
71.94,1.52,4.37,1211,Fault
28.46,3.84,0.57,1723,Fault
45.84,2.95,2.48,1416,Fault
40.96,1.94,1.59,1151,Warning
25.82,2.73,0.8,932,Fault
37.15,0.96,1.53,1376,Healthy
49.69,1.92,3.36,1054,Fault
45.2,2.73,3.64,818,Fault
33.19,0.77,4.45,1301,Fault
38.29,2.65,0.52,1400,Fault
51.14,2.04,1.13,1789,Warning
37.99,3.76,4.41,1236,Fault
68.85,0.95,2.33,893,Fault
30.18,0.3,0.73,1086,Healthy
76.1,2.88,4.11,1681,Fault
76.75,2.69,4.11,1301,Fault
68.23,0.83,0.79,1799,Fault
38.87,1.25,4.42,1551,Fault
60.87,2.8,1.12,1433,Fault
73.45,3.14,1.12,871,Fault
69.3,3.89,1.97,1532,Fault
49.93,3.37,1.57,1450,Fault
45.43,2.34,3.6,1326,Fault
51.62,2.9,2.41,1367,Fault
53.73,0.95,2.3,1270,Warning
32.0,1.95,2.12,999,Warning
37.87,0.26,0.59,1090,Healthy
38.56,1.7,1.95,1302,Warning
57.14,3.65,3.74,1261,Fault
66.39,1.26,3.28,1175,Fault
71.23,1.36,4.24,914,Fault
71.31,3.06,2.71,1014,Fault
31.86,2.43,4.06,1329,Fault
33.17,0.4,3.77,1303,Fault
66.22,3.99,1.43,1499,Fault
41.37,0.19,0.88,885,Healthy
77.14,1.76,2.55,1173,Fault
27.54,0.42,2.35,1474,Warning
63.42,0.5,1.19,1691,Fault
42.15,3.22,1.43,1143,Fault
61.28,2.9,3.62,1363,Fault
76.27,1.33,2.57,850,Fault
35.62,0.49,2.33,1374,Warning
46.18,1.33,1.93,1256,Warning
30.92,1.05,3.02,1381,Fault
48.8,1.08,3.39,819,Fault
77.77,2.92,1.55,861,Fault
43.02,2.72,2.49,1779,Fault
30.39,1.76,3.21,1477,Fault
60.73,0.31,4.01,1396,Fault
58.27,1.48,1.71,1649,Warning
34.88,0.27,3.74,1640,Fault
46.27,0.61,0.52,1237,Warning
56.09,0.58,0.62,1101,Warning
56.2,2.48,1.57,1445,Warning
54.84,1.86,1.69,1570,Warning
69.54,0.19,4.35,1272,Fault
69.71,3.53,0.83,846,Fault
74.48,3.1,1.04,1496,Fault
43.25,1.88,4.07,1416,Fault
58.7,3.8,3.68,1488,Fault
31.31,3.87,4.1,1649,Fault
29.63,0.9,1.07,1014,Healthy
53.51,2.38,3.95,1506,Fault
76.15,3.92,2.26,1697,Fault
49.64,0.62,2.15,827,Warning
26.41,3.98,3.71,1657,Fault
58.51,3.26,3.61,1772,Fault
63.67,1.83,1.84,1739,Fault
33.24,2.83,2.82,1306,Fault
35.57,0.71,3.03,1101,Fault
42.96,3.71,0.55,1336,Fault
62.85,3.29,2.65,1343,Fault
52.81,3.57,3.77,1621,Fault
43.95,0.26,3.9,1095,Fault
52.89,3.46,2.29,1619,Fault
45.19,1.36,2.54,1124,Warning
63.63,0.13,0.5,1205,Fault
26.25,1.06,3.46,1049,Fault
62.72,0.26,1.99,1773,Fault
38.01,2.57,2.18,1459,Fault
49.69,2.61,4.14,909,Fault
26.25,0.22,4.22,1639,Fault
36.59,0.31,2.73,1532,Warning
56.18,2.16,3.7,1654,Fault
60.5,3.81,0.91,1313,Fault
71.42,3.06,2.23,1429,Fault
75.07,0.39,3.09,1141,Fault
56.78,1.03,1.86,1196,Warning
54.8,3.43,2.65,1105,Fault
68.54,2.48,3.69,977,Fault
50.59,2.34,1.68,819,Warning
36.03,3.8,2.7,1238,Fault
67.23,1.41,1.35,1685,Fault
38.99,3.32,0.88,1021,Fault
31.23,0.7,3.74,1443,Fault
40.92,2.56,1.68,1614,Fault
79.72,3.77,2.77,1652,Fault
51.94,3.53,0.84,1339,Fault
72.13,1.18,2.76,1604,Fault
72.11,3.56,3.24,1706,Fault
38.5,3.9,1.22,1432,Fault
48.29,3.94,3.25,887,Fault
73.83,2.92,2.79,988,Fault
33.08,1.99,0.58,1557,Warning
72.07,0.75,4.37,878,Fault
39.15,2.99,0.73,979,Fault
71.94,3.66,1.06,1795,Fault
27.0,3.75,1.76,813,Fault
69.52,2.92,3.71,1094,Fault
77.51,1.51,4.17,1674,Fault
73.45,2.74,3.28,1704,Fault
25.85,2.23,4.41,1511,Fault
72.38,0.14,0.84,1778,Fault
51.12,2.63,3.16,1259,Fault
47.56,3.43,3.65,1628,Fault
75.49,3.58,1.72,1086,Fault
49.86,1.37,1.09,1687,Warning
57.15,3.16,2.69,1251,Fault
71.89,2.99,1.94,821,Fault
46.83,3.85,4.02,1261,Fault
72.18,0.71,2.84,1224,Fault
39.74,3.68,1.09,1761,Fault
46.11,3.51,1.2,1458,Fault
77.39,3.76,1.09,1352,Fault
46.21,0.8,2.59,1197,Warning
66.7,3.81,0.63,1348,Fault
41.26,1.95,1.54,808,Warning
26.48,3.02,1.51,1523,Fault
77.17,2.49,1.94,1570,Fault
40.14,3.86,1.39,1457,Fault
75.92,0.2,4.35,1478,Fault
28.29,0.87,2.7,801,Warning
79.51,2.82,3.62,1635,Fault
53.45,1.11,2.33,957,Warning
67.95,2.83,1.19,844,Fault
48.15,1.03,0.9,1284,Warning
56.0,3.69,2.04,1604,Fault
63.12,1.24,1.55,1600,Fault
40.55,0.46,3.51,803,Fault
74.03,2.39,4.17,1034,Fault
58.88,3.93,4.35,1625,Fault
70.76,1.11,0.69,1124,Fault
41.06,2.2,1.51,1519,Warning
49.63,3.7,4.13,800,Fault
62.42,3.16,2.65,1728,Fault
59.26,1.71,0.66,987,Warning
66.34,0.89,2.34,1746,Fault
59.2,1.5,2.27,1784,Warning
65.02,2.78,1.13,996,Fault
58.46,2.88,4.45,1294,Fault
50.87,3.86,0.9,1698,Fault
74.9,2.44,2.85,1473,Fault
49.72,2.5,3.29,1081,Fault
39.95,1.24,0.93,1335,Warning
26.93,2.75,2.01,977,Fault
58.51,1.2,0.53,1001,Warning
51.36,1.16,2.24,1131,Warning
31.12,0.93,3.11,1698,Fault
42.68,3.1,3.09,1485,Fault
68.67,0.35,2.69,1165,Fault
54.36,1.55,1.9,894,Warning
26.15,1.05,2.98,1083,Warning
72.11,1.71,1.96,871,Fault
33.33,3.32,4.22,1729,Fault
62.14,1.04,3.2,1044,Fault
32.33,0.22,1.29,1161,Healthy
72.75,2.9,2.8,1481,Fault
51.1,3.85,1.69,1391,Fault
25.01,1.71,3.3,1128,Fault
66.91,3.49,4.23,1796,Fault
46.37,3.82,2.12,1034,Fault
40.24,2.14,3.41,1036,Fault
71.87,0.14,4.42,1246,Fault
64.62,2.6,4.05,1447,Fault
61.67,3.13,2.0,1789,Fault
52.03,1.01,1.84,1055,Warning
69.49,1.11,0.74,1730,Fault
60.22,1.15,2.98,947,Fault
25.31,2.59,4.16,1769,Fault
31.03,1.16,1.31,1550,Warning
25.81,2.93,4.07,1099,Fault
25.59,2.41,4.32,1624,Fault
60.15,0.95,3.68,1795,Fault
34.97,1.59,0.83,1323,Warning
66.0,3.65,2.16,1643,Fault
79.25,0.22,1.01,1256,Fault
39.8,3.78,1.05,1665,Fault
37.96,3.27,1.88,1070,Fault
31.51,3.38,1.43,1720,Fault
29.79,3.85,4.29,1730,Fault
28.35,3.88,2.54,1306,Fault
42.25,1.52,0.86,1007,Warning
44.97,0.42,3.31,1011,Fault
35.45,3.21,3.39,1154,Fault
30.64,1.08,1.34,1317,Warning
43.39,1.64,1.39,1287,Warning
55.0,3.99,4.24,1043,Fault
42.25,2.18,2.8,1612,Warning
78.46,3.39,1.81,1005,Fault
70.02,2.72,4.16,1382,Fault
61.93,3.91,3.24,1186,Fault
78.63,3.53,3.88,1108,Fault
79.08,1.08,0.97,810,Fault
27.18,0.46,1.69,1547,Healthy
58.2,0.99,1.7,1281,Warning
62.48,1.8,4.49,801,Fault
60.26,0.35,3.92,1766,Fault
77.53,1.84,4.37,1595,Fault
48.4,0.45,3.01,1335,Fault
61.42,2.51,3.06,1361,Fault
74.19,1.72,0.83,1206,Fault
38.82,1.02,2.49,1366,Warning
63.51,3.34,2.66,1001,Fault
26.3,2.07,3.24,1372,Fault
52.85,3.36,1.59,1776,Fault
35.44,0.7,0.8,1496,Healthy
71.85,3.16,2.26,1175,Fault
74.59,2.04,2.93,1050,Fault
61.28,1.21,3.36,1593,Fault
55.84,2.55,2.91,1354,Fault
63.06,1.7,1.81,1055,Fault
33.67,2.36,3.17,1430,Fault
37.89,2.35,1.95,1769,Warning
51.51,3.05,2.44,1032,Fault
47.42,2.91,1.63,1307,Fault
36.72,2.72,0.55,911,Fault
33.41,2.69,3.81,1652,Fault
64.54,1.43,3.87,1281,Fault
47.16,3.99,4.24,910,Fault
42.41,3.0,2.97,1294,Fault
43.4,1.98,3.46,1045,Fault
32.51,3.01,1.56,1335,Fault
74.03,0.43,3.11,858,Fault
69.6,0.76,2.73,1202,Fault
63.18,1.2,4.11,1767,Fault
59.52,1.76,1.22,1720,Warning
61.53,1.43,1.74,1729,Fault
72.88,2.16,4.47,1604,Fault
36.14,2.8,2.14,1678,Fault
34.53,3.47,1.46,1544,Fault
45.25,2.26,1.97,1670,Warning
35.73,2.95,1.71,802,Fault
69.34,2.27,2.77,1719,Fault
46.54,1.73,3.92,1699,Fault
64.76,2.41,1.3,1555,Fault
42.78,0.4,2.76,977,Warning
74.37,2.93,2.19,965,Fault
79.36,0.48,1.16,1631,Fault
40.29,1.26,4.2,1023,Fault
46.87,2.68,1.98,1489,Fault
70.95,3.16,3.66,832,Fault
58.74,2.73,0.97,929,Fault
78.9,1.0,1.81,1758,Fault
72.03,1.87,4.14,1683,Fault
74.36,3.19,3.89,1430,Fault
61.99,3.34,4.24,880,Fault
27.47,0.94,3.54,834,Fault
30.86,3.9,2.02,810,Fault
76.92,3.52,0.72,887,Fault
64.76,1.73,2.8,1434,Fault
25.88,0.6,4.34,1097,Fault
40.07,2.08,1.14,1422,Warning
76.41,1.31,4.45,1373,Fault
47.8,0.51,3.68,1503,Fault
58.27,3.45,3.78,1744,Fault
26.6,3.4,1.34,1087,Fault
71.99,3.0,4.09,1575,Fault
60.3,3.04,1.26,1227,Fault
31.66,2.27,3.07,1294,Fault
51.02,2.2,4.33,1353,Fault
31.96,3.89,3.95,1262,Fault
52.44,0.49,1.24,1200,Warning
56.13,0.98,1.59,1685,Warning
77.09,3.53,1.25,1762,Fault
36.57,0.63,4.21,1030,Fault
35.58,2.09,3.43,1382,Fault
33.29,2.81,3.63,1445,Fault
75.0,1.5,4.02,1600,Fault
53.48,0.44,4.5,1722,Fault
53.89,0.48,0.81,1233,Warning
45.48,2.45,2.46,1579,Warning
56.24,2.26,1.94,1784,Warning
54.26,3.34,2.53,1029,Fault
47.73,0.52,2.8,1733,Warning
55.08,1.49,4.26,1619,Fault
56.14,0.74,3.6,1142,Fault
26.56,0.87,3.2,883,Fault
70.07,2.75,2.34,926,Fault
33.18,0.91,3.23,1791,Fault
44.95,1.9,3.95,1604,Fault
61.9,2.11,1.51,832,Fault
46.79,3.95,1.39,1154,Fault
54.8,2.84,3.74,1292,Fault
45.08,2.52,3.47,1675,Fault
60.11,0.35,4.23,1098,Fault
47.0,1.81,1.53,1250,Warning
31.3,1.4,3.02,1407,Fault
30.49,0.32,3.09,1355,Fault
61.39,3.15,4.44,1209,Fault
37.48,2.86,2.87,1536,Fault
64.14,3.03,4.5,1172,Fault
48.99,0.86,3.63,1340,Fault
35.4,3.63,1.67,1461,Fault
43.62,3.93,4.32,850,Fault
64.88,3.1,1.48,1763,Fault
52.3,0.32,1.75,1233,Warning
79.03,3.21,2.09,1367,Fault
76.06,0.14,2.22,1452,Fault
77.67,2.83,4.39,1233,Fault
55.69,3.97,2.58,1055,Fault
76.1,2.2,1.99,1788,Fault
57.75,3.4,2.2,1230,Fault
42.33,2.71,0.87,1192,Fault
31.12,2.5,3.46,1500,Fault
72.73,3.66,3.34,1263,Fault
65.63,1.99,4.37,815,Fault
51.31,0.59,4.4,1152,Fault
44.11,3.49,2.57,845,Fault
61.88,1.49,2.07,1714,Fault
36.3,1.01,0.54,1422,Warning
33.88,1.83,0.77,1575,Warning
68.73,0.4,2.75,858,Fault
76.77,0.66,1.12,1755,Fault
55.27,3.7,3.42,1046,Fault
37.95,2.74,2.57,1076,Fault
40.6,2.28,2.16,1550,Warning
31.34,0.74,3.9,1479,Fault
50.77,1.89,1.34,975,Warning
64.43,0.95,1.33,998,Fault
30.72,2.34,3.34,1413,Fault
52.87,2.4,3.68,1205,Fault
74.65,1.09,0.78,1020,Fault
76.03,3.85,4.11,1610,Fault
26.79,2.49,3.38,1504,Fault
45.58,3.66,2.3,1759,Fault
66.39,2.83,1.92,931,Fault
29.3,2.94,1.38,1498,Fault
73.92,0.58,0.87,823,Fault
48.76,1.26,2.47,852,Warning
55.4,0.77,4.23,1147,Fault
59.82,1.2,3.01,1442,Fault
44.79,1.37,3.87,989,Fault
32.16,0.49,3.03,1176,Fault
73.91,0.44,3.1,1572,Fault
42.36,3.27,2.62,879,Fault
39.72,3.09,0.86,1591,Fault
44.85,0.96,1.37,880,Healthy
52.14,1.12,3.98,1610,Fault
34.3,1.78,2.37,1246,Warning
39.35,3.23,0.87,1224,Fault
39.33,0.29,3.47,1723,Fault
28.79,0.64,1.95,1713,Healthy
33.24,0.84,0.9,1618,Healthy
50.37,3.77,4.32,922,Fault
49.92,0.7,2.69,1457,Warning
37.52,1.88,3.1,1356,Fault
34.78,1.8,3.17,932,Fault
51.84,1.13,1.4,1394,Warning
25.34,0.24,0.86,1581,Healthy
74.37,2.55,0.91,1557,Fault
36.34,0.53,3.25,892,Fault
37.65,3.45,3.58,1522,Fault
69.81,3.48,3.39,1744,Fault
39.25,3.58,2.07,1148,Fault
